4WA-FUB38214SQ,"3/8-16 X 2.25'' SQUARE BEND U-BOLT  ZINC  C1018
C=2.12'' (I.D.)     L=2.25'' (I.D.)      T=1.00''      R= .187

**QUOTED TOL. -- +/- .060**

**PER PRINT**",4UBS
4WA-FUB5821116,"5/8-11 X 3.00'' SQUARE BEND U-BOLT   ZINC  C1541
C=2.12'' (I.D.)      L=3.00'' (I.D.)      T=1.75''       R=.31
  
**QUOTED TOL. -- +/- .060**

**PER PRINT**",4UBS
4WA-FUB583SQ,"5/8-11 X 4.50'' SQUARE BEND U-BOLT ZINC C1541
C=3.06'' (I.D.)     L=4.50'' (I.D.)     T=2.00''     R=.37",4UBS
4WAS025FWB,1/4'' FENDER WASHER ZINC    ( 9/32 x 1 1/4'' ),4FAST
4WAS025LOS,1/4 LOCK WASHER STAINLESS,4FAST
4WAS025LOS-316,1/4 LOCK WASHER 316 STAINLESS (6000/BOX),4FAST
4WAS025USB,1/4 FLAT WASHER BLACK,4FAST
4WAS025USG,1/4'' USS FLAT WASHER HOT DIP GALVANIZED   ( 3/4 O.D. x 5/16 I.D. x 1/16 THICK ),4FAST
4WAS025USS,1/4 FLATWASHER STAINLESS STEEL - 100 per,4FAST
4WAS025USS-316,1/4 FLATWASHER 316 STAINLESS (5000/BOX),4FAST
4WAS025USZ,1/4 FLATWASHER ZINC - 770 per,4FAST
4WAS031FEB,5/16 X 1 1/4 FENDER WASHER PLAIN     4750 PER 100 LBS,4FAST
4WAS031FEZ,5/16 X 1 1/4 FENDER WASHER ZINC     4750 PER 100 LBS,4FAST
4WAS031USB,5/16 FLATWASHER BLACK,4FAST
4WAS031USS,5/16 FLATWASHER STAINLESS STEEL,4FAST
4WAS031USZ,5/16 FLATWASHER ZINC (8300/100#),4FAST
4WAS037FEB,3/8 X 1 1/2 FENDER WASHER PLAIN,4FAST
4WAS037FEZ,3/8 X 1 1/2 FENDER WASHER ZINC,4FAST
4WAS037LOS,3/8 LOCK WASHER STAINLESS,4FAST
4WAS037LOS-316,3/8 LOCK WASHER 316 STAINLESS (3000/BOX),4FAST
4WAS037LOZ,"3/8 LOCK WASHER ZINC
(3350 pcs / Box)",4FAST
4WAS037SAZ,3/8'' SAE FLATWASHER ZINC (13800 PCS PER 100 LBS.),4FAST
4WAS037STBDOM,"3/8 F436 FLAT WASHER PLAIN DOMESTIC

certs - lot # _____________________________",4FAST
4WAS037STG,"3/8 F436  FLATWASHER HDG

certs - lot # _____________________________",4FAST
4WAS037STGIMP,"3/8 F436  FLATWASHER HDG IMPORT (7000/BOX)

certs - lot # _____________________________",4FAST
4WAS037USB,3/8 USS FLATWASHER BLACK  ( 3220 PCS PER 50 lbs.,4FAST
4WAS037USG,3/8 FLATWASHER HDG,4FAST
4WAS037USS,3/8 FLATWASHER STAINLESS STEEL (2500/BOX),4FAST
4WAS037USS316,3/8 FLATWASHER 316 STAINLESS STEEL (2500/BOX),4FAST
4WAS037USZ,3/8 FLATWASHER ZINC   ( 3350 PCS PER 50# ),4FAST
4WAS043USB,7/16 FLATWASHER BLACK,4FAST
4WAS0504140,"1/2 4140 Harden Washer
.187 x 1.062 x .531 Harden to RC 44-46",7FAST
4WAS050BEV,1/2 BEVELED WASHER PLAIN,4FAST
4WAS050BEVG,1/2 BEVELED WASHER HDG,4FAST
4WAS050LOG,1/2 LOCKWASHER HDG,4FAST
4WAS050LOS,1/2 LOCK WASHER STAINLESS,4FAST
4WAS050LOZ,1/2 LOCKWASHER ZINC,4FAST
4WAS050STB,"1/2 STR FLATWASHER F436 TYPE 1 - PLAIN DOMESTIC    2500 PCS PER BOX

certs - lot # _____________________________",4FAST
4WAS050STBEV,1/2 F436 STRUCTURAL BEVELED WASHER PLAIN (180/BOX),4FAST
4WAS050STBIMP,"1/2 STR FLATWASHER F436 TYPE 1 PLAIN DOMESTIC (2000/BOX)

CERTS - LOT # _____________________________",4FAST
4WAS050STG,"1/2 STR FLATWASHER F436 TYPE 1 -HDG DOMESTIC (1800/BOX)

certs - lot # _____________________________",4FAST
4WAS050STMG,"1/2 STR FLATWASHER F436 MECHANICALLY GALVANIZED

certs - lot # _____________________________",4FAST
4WAS050STZ,1/2 F436 FLATWASHER TYPE 1 DOMESTIC ZINC PLATED,4FAST
4WAS050USB,1/2 FLATWASHER PLAIN      ( 2560PCS/100 lbs.),4FAST
4WAS050USG,1/2 FLATWASHER HDG,4FAST
4WAS050USS,1/2 FLATWASHER STAINLESS STEEL,4FAST
4WAS050USS316,1/2 FLATWASHER 316 STAINLESS STEEL,4FAST
4WAS050USY-TH,1/2 USS FLAT WASHER ZINC YELLOW THRU-HARDENED (100/PKG),4FAST
4WAS050USZ,1/2 FLATWASHER ZINC (2560/100LB),4FAST
4WAS0625LOS,5/8 LOCK WASHER STAINLESS,4FAST
4WAS062BEVB,5/8 BEVEL WASHER PLAIN,4FAST
4WAS062BEVG,5/8 BEVEL WASHER H.D.G.,4FAST
4WAS062HDG-SPEC,5/8'' Special Flat Washer HDG  3/16'' Thick x 2'' O.D.,4CUST
4WAS062LOB,5/8 LOCK WASHER BLACK,4FAST
4WAS062LOBDOM,"5/8 LOCK WASHER BLACK - DOMESTIC
2000 PER",4FAST
4WAS062LOG,5/8 LOCK WASHER HDG,4FAST
4WAS062LOS-316,5/8 LOCK WASHER 316 STAINLESS (1000/BOX),4FAST
4WAS062LOZ,5/8 LOCK WASHER ZINC,4FAST
4WAS062SAEY,5/8 S.A.E. HARDENED FW ZINC YELLOW,4FAST
4WAS062SQBEG-F436,5/8''  F436 SQUARE BEVELED WASHER HDG (200/BOX),7FAST
4WAS062STB,"5/8 STR FLATWASHER F436 TYPE 1 - PLAIN (1250/BOX)

certs - lot # _____________________________",4FAST
4WAS062STBIMP,"5/8 STR FLATWASHER F436 TYPE 1 - PLAIN (1250/BOX)

certs - lot # _____________________________",4FAST
4WAS062STG,"5/8 STR FLATWASHER F436 TYPE 1 - HOT DIP GALVANIZED DOMESTIC (1000/BOX)

certs - lot # _____________________________",4FAST
4WAS062STMG,"5/8 STR FLATWASHER F436 TYPE 1 - MECHANICAL GALV

certs - lot # _____________________________",4FAST
4WAS062STZ,"5/8 STR FLATWASHER F436 TYPE 1 - ZINC DOMESTIC

certs - lot # _____________________________",4FAST
4WAS062USB,5/8 FLATWASHER PLAIN ( 1300 pcs per 100 lbs.),4FAST
4WAS062USBDOM,5/8 DOMESTIC USS FLAT WASHER 1 3/4'' O.D.,4FAST
4WAS062USG,5/8 FLATWASHER HDG      (1300 PCS PER 100 LBS),4FAST
4WAS062USS,5/8 FLATWASHER STAINLESS STEEL (700/BOX),4FAST
4WAS062USS-316,5/8 FLATWASHER 316 STAINLESS STEEL (700/BOX),4FAST
4WAS062USZ,5/8 FLATWASHER ZINC      (1300 PCS PER 100 LBS),4FAST
4WAS075HIG,3/4 HILL SIDE WASHER HDG,4FAST
4WAS075LIB,3/4 DIA. LOAD INDICATOR WASHER  TYPE III  PLAIN,4FAST
4WAS075LOB,3/4 LOCKWASHER PLAIN,4FAST
4WAS075LOBDOM,3/4 LOCK WASHER BLACK - DOMESTIC     ( 1250 PER ),4FAST
4WAS075LOG,3/4 LOCK WASHER HDG      (1250 PCS PER CTN.),4FAST
4WAS075LOG-DOM,3/4 LOCK WASHER DOMESTIC HOT DIP GALVANIZED       (1250 PCS PER CTN.)     ***DOMESTIC***,4FAST
4WAS075LOS,3/4 LOCK WASHER STAINLESS,4FAST
4WAS075LOS-316,3/4 LOCK WASHER 316 STAINLESS (600/BOX),4FAST
4WAS075LOY-TH,3/4 LOCKWASHER ZINC YELLOW THRU-HARDENED (50/PACKAGE),4FAST
4WAS075LOZ,3/4 LOCK WASHER ZINC (1200/BOX),4FAST
4WAS075LUSS,3/4 LOCKWASHER STAINLESS STEEL,4FAST
4WAS075STB,"3/4 STR FLATWASHER F436 TYPE 1 - PLAIN DOMESTIC (1125/BOX)

certs - lot # _____________________________",4FAST
4WAS075STBIMP,"3/4 STR FLATWASHER F436 TYPE 1 - PLAIN

certs - lot # _____________________________",4FAST
4WAS075STBO,"3/4 STR FLATWASHER F436 TYPE 1 - BLACK OXIDE

certs - lot # _____________________________",4FAST
4WAS075STG,"3/4 STR FLATWASHER F436 TYPE 1 HDG DOMESTIC (850/BOX)

certs - lot # _____________________________",4FAST
4WAS075STGIMP,"3/4 STR FLATWASHER F436 TYPE 1 HDG  (1000/BOX)

certs - lot # _____________________________",4FAST
4WAS075STMG,"3/4 STR FLATWASHER F436 TYPE 1 MECH GALV DOMESTIC (850/BOX)

certs - lot # _____________________________",4FAST
4WAS075STY,"3/4 STR FLATWASHER F436 TYPE 1 - YELLOW-ZINC (1000/BOX)

certs - lot # _____________________________",4FAST
4WAS075STZ,"3/4 STR FLATWASHER F436 TYPE 1 - BRIGHT-ZINC

certs - lot # _____________________________",4FAST
4WAS075USB,3/4 FLATWASHER PLAIN (910 PCS PER 100 LBS.),4FAST
4WAS075USG,3/4 FLATWASHER HDG      (910 PCS PER 100 LBS),4FAST
4WAS075USS,3/4 FLATWASHER STAINLESS STEEL,4FAST
4WAS075USS316,3/4 FLATWASHER 316 STAINLESS (300/BOX),4FAST
4WAS075USSDOM,3/4 FLATWASHER STAINLESS STEEL,4FAST
4WAS075USZ,3/4 FLATWASHER ZINC,4FAST
4WAS087BVG,7/8 BEVELED WASHER HDG,4FAST
4WAS087LOB,7/8 LOCK WASHER PLAIN,4FAST
4WAS087LOG,7/8 LOCK WASHER HDG,4FAST
4WAS087LOZ,7/8 LOCK WASHER ZINC,4FAST
4WAS087STB,"7/8 STR FLATWASHER F436 TYPE1 - BLACK (625/BOX)

certs - lot # _____________________________",4FAST
4WAS087STG,"7/8 STR FLATWASHER F436 TYPE 1 HOT DIP GALV.

certs - lot # _____________________________",4FAST
4WAS087STMG,"7/8 STR FLATWASHER F436 TYPE 1 MECHANICALLY GALV

certs - lot # _____________________________",4FAST
4WAS087STT3,"7/8 STR FLATWASHER F436 TYPE3

certs - lot # _____________________________",4FAST
4WAS087STZ,"7/8 STR WASHER -- F436 TYPE 1  ZINC

certs - lot # _____________________________",4FAST
4WAS087USB,7/8 FLATWASHER BLACK      ( 650 PCS PER 100LBS ),4FAST
4WAS087USG,7/8 FLATWASHER HDG,4FAST
4WAS087USS,7/8 FLAT WASHER STAINLESS,4FAST
4WAS087USZ,7/8 FLATWASHER ZINC (650/100#),4FAST
4WAS100F844G,1'' F844  USS FLATWASHER HDG,4FAST
4WAS100LOG,1'' LOCK WASHER HDG (500/BOX),4FAST
4WAS100LOGDOM,1'' LOCK WASHER HOT DIP GALVANIZED DOMESTIC,4FAST
4WAS100LOS,1'' LOCK WASHER STAINLESS,4FAST
4WAS100LOZ,1'' LOCK WASHER ZINC  ( 500 PER ),4FAST
4WAS100SAB,1'' SAE FLATWASHER BLACK      (1200  PCS PER 100 LBS.),4FAST
4WAS100STB,"1'' STR FLATWASHER F436 TYPE 1 - PLAIN DOMESTIC (500/BOX)

certs - lot # _____________________________",4FAST
4WAS100STBIMP,"1'' STR FLATWASHER F436 TYPE 1 - PLAIN (500/BOX)

certs - lot # _____________________________",4FAST
4WAS100STG,"1'' FLATWASHER F436 HDG DOMESTIC   ( 350/BOX)

certs - lot # _____________________________",4FAST
4WAS100STGIMP,"1'' FLATWASHER F436 HDG (500/BOX)

certs - lot # _____________________________",4FAST
4WAS100STZ,"1'' STR FLATWASHER F436 TYPE 1 - ZINC  DOMESTIC

certs - lot # _____________________________",4FAST
4WAS100USB,1'' FLATWASHER  PLAIN (530 PCS PER 100 LBS),4FAST
4WAS100USG,1'' FLATWASHER  HDG   ( 530 PCS PER 100 LBS. ),4FAST
4WAS100USGDOM,"1'' USS FLATWASHER DOMESTIC  HOT DIP GALVANIZED    ( 212 PCS PER CTN )

certs lot #_____________________________",4FAST
4WAS100USS,1'' FLATWASHER 304 STAINLESS STEEL 2 1/2'' OD,4FAST
4WAS100USSDOM,1'' FLATWASHER 304 STAINLESS STEEL 2 1/2'' OD DOMESTIC,4FAST
4WAS100USSDOMR,"1'' FLATWASHER 304 STAINLESS STEEL 2 1/2 OD DOMESTIC
THICKNESS = .14",4CUST
4WAS100USZ,"1'' FLATWASHER  ZINC  
530 PCS PER 100 LBS)",4FAST
4WAS112LOZ,1 1/8 LOCKWASHER ZINC,4FAST
4WAS112STB,"1 1/8 STR FLATWASHER F436 TYPE 1 - BLACK (375/BOX)

certs - lot # _____________________________",4FAST
4WAS112STG,"1 1/8 F436 FLAT WASHER HDG DOMESTIC (250/BOX)

certs - lot # _____________________________",4FAST
4WAS112STMG,"1 1/8 F436 FLAT WASHER MG DOMESTIC

certs - lot # _____________________________",4FAST
4WAS112STT3,"1 1/8 STR FLATWASHER F436 TYPE 3

certs - lot # _____________________________",4FAST
4WAS112USB,1 1/8 FLATWASHER BLACK       (450 PCS PER 100 LBS),4FAST
4WAS112USG,"1 1/8 FLAT WASHER, HDG",4FAST
4WAS112USS,1 1/8 FLATWASHER STAINLESS STEEL,4FAST
4WAS112USZ,1 1/8 FLATWASHER ZINC,4FAST
4WAS125DTI,1 1/4 D.T.I. (LOAD INDICATING) WASHER - BLACK DOMESTIC (250 PER BOX),4FAST
4WAS125F844G,1 1/4'' F844 USS FLATWASHER HDG,4FAST
4WAS125LOB,"1 1/4 LOCKWASHER PLAIN SPLIT MEDIUM
250 PER CTN",4FAST
4WAS125LOG,1 1/4 LOCK WASHER HDG,4FAST
4WAS125LOS,1 1/4 LOCK WASHER STAINLESS,4FAST
4WAS125LOZ,1 1/4 LOCK WASHER ZINC,4FAST
4WAS125SAB,1 1/4 SAE FLATWASHER (PLAIN) (APR. 6.3 PCS/LB),4FAST
4WAS125ST3,"1 1/4 STR FLATWASHER F436 TYPE 3 - DOMESTIC

certs - lot # _____________________________",4FAST
4WAS125STB,"1 1/4 STR FLATWASHER F436 TYPE 1 - BLACK DOMESTIC (300/BOX)

certs - lot # _____________________________",4FAST
4WAS125STG,"1 1/4 STR FW F436 TYPE 1-HDG-DOM. (300/BOX)

certs - lot # _____________________________",4FAST
4WAS125STGIMP,"1 1/4 STR FW F436 TYPE 1-HDG-IMPORT

certs - lot # _____________________________",4FAST
4WAS125STZ,"1 1/4 STR FW F436 TYPE 1 -- ZINC-DOM.

certs - lot # _____________________________",4FAST
4WAS125USB,1 1/4 FLATWASHER BLACK   (380PCS/100 lb),4FAST
4WAS125USBDOM,"1 1/4 F844 FLATWASHER PLAIN - DOMESTIC 
1.375 I.D.      3.00 O.D.    190 PCS PER CTN.",4FAST
4WAS125USG,1 1/4 USS FLATWASHER HOT DIP GALVANIZED (380/100#),4FAST
4WAS125USGDOM,"1 1/4 F844 FLATWASHER H.D.G. - DOMESTIC 
1.375 I.D.      3.00 O.D.    190 PCS PER CTN.",4FAST
4WAS125USS,1 1/4 FLATWASHER STAINLESS,4FAST
4WAS125USZ,1 1/4 FLATWASHER ZINC      (380 PCS PER 100 LBS),4FAST
4WAS137DTI,"1 3/8 D.T.I. (LOAD INDICATING) WASHER - BLACK DOMESTIC (250 PER BOX)

certs - lot # _____________________________",4FAST
4WAS137LOG,1 3/8 LOCK WASHER HDG,4FAST
4WAS137SAGDOM,1 3/8 FLATWASHERS HDG DOM,4FAST
4WAS137STB,"1 3/8 F436 FW PLAIN-DOMESTIC (275/BOX)

certs - lot # _____________________________",4FAST
4WAS137STBG,"1 3/8 F436 FW HDG-DOMESTIC (220/BOX)

certs - lot # _____________________________",4FAST
4WAS137USB,1 3/8 FLATWASHER BLACK      (290 PCS PER 100 LBS),4FAST
4WAS137USG,1 3/8 USS FLATWASHER HDG     ( 149 PER CARTON ),4FAST
4WAS137USZ,1 3/8 FLAT WASHER   ZINC,4FAST
4WAS150LIB5,1-1/2 GRADE 5 LOAD INDICATOR WASHER PLAIN,4CUST
4WAS150LIMDOM,"1 1/2'' LOAD INDICATOR WASHERS MECHANICAL GALVANIZED DOMESTIC

certs - lot # _____________________________",4FAST
4WAS150LIZDOM,"1 1/2'' LOAD INDICATOR WASHERS ZINC DOMESTIC

certs - lot # _____________________________",4FAST
4WAS150LOG,1 1/2 LOCK WASHER HDG,4FAST
4WAS150LOS,1 1/2 LOCKWASHER STAINLESS,4FAST
4WAS150LOZ,1 1/2 LOCKWASHER   ZINC,4FAST
4WAS150SAGDOM,1 1/2 FLATWASHER HDG DOM.,4FAST
4WAS150STB,"1 1/2 STR FLATWASHER F436 TYPE 1 - BLACK (250 PER BOX)

certs - lot # _____________________________",4FAST
4WAS150STB-3,"1-1/2 F436 FLAT WASHER TYPE 3
WEATHERING STEEL

certs - lot # _____________________________",4FAST
4WAS150STBIMP,"1 1/2 STR FLATWASHER F436 TYPE 1 - BLACK IMPORT (250 PER BOX)

certs - lot # _____________________________",4FAST
4WAS150STG,"1 1/2 F436 FLAT WASHER HDG DOMESTIC (150/BOX)

certs - lot # _____________________________",4FAST
4WAS150STGIMP,"1 1/2 STR FLATWASHER F436 TYPE 1 - HDG IMPORT (250 PER BOX)

certs - lot # _____________________________",4FAST
4WAS150USB,1 1/2 USS FLATWASHER BLACK   (260 pc per 100 lb),4FAST
4WAS150USG,1 1/2 FLATWASHER HDG  ( 234 PCS PER 100 lbs ),4FAST
4WAS150USZ,1 1/2 FLATWASHER ZINC,4FAST
4WAS175LOB,1 3/4 LOCK WASHER PLAIN,4FAST
4WAS175STB,"1 3/4 FLATWASHER BLACK F436 DOMESTIC

certs - lot # _____________________________",4FAST
4WAS175STBIMP,"1 3/4 FLATWASHER BLACK F436 IMPORT (150/BOX)

certs - lot # _____________________________",4FAST
4WAS175STG,"1 3/4 F436 FLAT WASHER HOT DIP GALVANIZED

certs - lot # _____________________________",4FAST
4WAS175STGIMP,"1 3/4 FLATWASHER HDG F436 IMPORT

certs - lot # _____________________________",4FAST
4WAS175USB,1 3/4 FLATWASHER IMPORT PLAIN    ( 97 PCS PER 50 lb ),4FAST
4WAS175USBDOM,1 3/4 FLATWASHER PLAIN DOMESTIC (100/BOX),4FAST
4WAS175USG,1 3/4 FLATWASHER HDG      (180 PCS PER 100 LBS.),4FAST
4WAS175USS,1 3/4 FLATWASHER STAINLESS,4FAST
4WAS187STB,"1 7/8 F436 FLAT WASHER PLAIN

certs - lot # _____________________________",4FAST
4WAS187USG,1 7/8 FLATWASHER  HDG,4FAST
4WAS200LOC,2'' HVY LOCKWASHER PLAIN,4FAST
4WAS200STB,"2'' STR FLATWASHER F436 TYPE-1 PLAIN DOMESTIC

certs - lot # _____________________________",4FAST
4WAS200STG,"2'' F436 FLAT WASHER HOT DIP GALVANIZED

certs - lot # _____________________________",4FAST
4WAS200USB,2'' USS FLAT WASHER PLAIN (154 PCS/CWT),4FAST
4WAS200USG,2'' USS FLAT WASHER HDG (154 PCS/CWT),4FAST
4WAS225STB,"2 1/4 F-436 STR WASHER, PLAIN, DOMESTIC

certs - lot # _____________________________",4FAST
4WAS225STG,"2 1/4 F436 FLAT WASHER HOT DIP GALVANIZED

certs - lot # _____________________________",4FAST
4WAS225USB,2 1/4 FLATWASHER BLACK      ( 120 PCS PER 100 LBS ),4FAST
4WAS225USBDOM,2 1/4 FLATWASHER PLAIN DOMESTIC (60/BOX),4FAST
4WAS225USG,2 1/4 USS FLATWASHER HDG,4FAST
4WAS250STB,"2 1/2'' F436 WASHER TYPE-1 PLAIN DOMESTIC

certs - lot # _____________________________",4FAST
4WAS250STG,"2 1/2'' F436 WASHER TYPE-1 HDG DOMESTIC

certs - lot # _____________________________",4FAST
4WAS250USB,2 1/2 FLATWASHER BLACK,4FAST
4WAS250USBDOM,2 1/2 FLATWASHER PLAIN DOMESTIC (52/BOX),4FAST
4WAS250USG,2 1/2'' USS FLATWASHER HDG,4FAST
4WAS275STB,"2 3/4 FLATWASHER BLACK F436

certs - lot # _____________________________",4FAST
4WAS275USB,2 3/4 FLATWASHER PLAIN USS      ( 90 PCS PER 100 LBS ),4FAST
4WAS275USS,2 3/4 FLATWASHER STAINLESS,4FAST
4WAS300USB,3'' USS FW PLAIN,4FAST
4WAS300USG,"3'' USS FLAT WASHER HOT DIP GALVANIZED

37 PCS PER 50 LBS",4CUST
4WA-UBS062C021203000175Z5,"5/8-11 X 3.00'' SQUARE BEND U-BOLT   ZINC  C1541
C=2.12'' (I.D.)      L=3.00'' (I.D.)      T=1.75''       R=.31
  
**QUOTED TOL. -- +/- .060**

**PER PRINT**",4UBS
4WB-GSIB230,"1/2 HAIR PIN BIN ANCHOR 1018 ZINC PLATED
PER PRINT",4CUST
4WE-7001B,1-8 x 23'' ANCHOR BOLT PLAIN 1554-55    T=4.00    3/4 x 3'' SQUARE PLATE WELDED ON ANCHOR,4ABH
4WE-ABB037C140304B2,"3/8-16 x 14'' BENT ANCHOR BOLT PLAIN 1018
HK=3.00      T=4.00  DOMESTIC MATERIAL",4ABB
4WE-ABB050C080303B2,"1/2-13 x 8'' BENT ANCHOR BOLT PLAIN 1018 DOMESTIC
HK=3.00      T=3.00",4ABB
4WE-ABB050C100203BH,1/2-13 x 10.50'' BENT ANCHOR BOLT PLAIN 1018  HK=2.00     T=3.50'',4ABB
4WE-ABB062CBH,5/8-11 BENT ANCHOR BOLT PLAIN 1554-55    HK=2.00    T=1 3/4'',4ABB
4WE-ABB075C0404GH,3/4-10 x 8'' BENT ANCHOR BOLT HOT DIP GALVANIZED 1554-55    HK=4.00    T=4.00,4ABB
4WE-ABB075C120304BH,3/4-10 x 12.75 BENT ANCHOR BOLT PLAIN 1554-55  HK=2.75     T=4.25,4ABB
4WE-ABB075C130304BH,3/4-10 x 13'' BENT ANCHOR BOLT PLAIN 1554-55  HK=3.00     T=4.25'',4ABB
4WE-ABB075C260615BH,3/4-10 BENT ANCHOR BOLT PLAIN 1554-55   T=6.00   BENT PER PRINT,4ABB
4WE-ABB075CBH,3/4-10 BENT ANCHOR BOLTS PLAIN 1554-55    HK=2.00    T=2.00,4ABB
4WE-ABB125C160406BH,1 1/4-7 x 16'' BENT ANCHOR BOLT PLAIN 1554-55    HK=4.00    T=6.00,4ABB
4WE-ABH0752828GH,3/4-10 x 28'' HEADED ANCHOR BOLT HOT DIP GALV.  W/ HHN ASSEMBLED ONE END,4ABH
4WE-ABH075C0703BH-NW,"3/4-10 x 7'' HEADED ANCHOR BOLT PLAIN 1554-55    T=3.00      T=2.00 TWO HVY NUTS - ONE FW TACK
2) 4NUT075NCDBDOM - 3/4-10 DH NUT    -    1) 4WAS075USB - 3/4'' USS FW",4ABH
4WE-ABH075C1506BH,3/4-10 x 15 1/2'' HEADED ANCHOR BOLT PLAI N1554-55    T=6.00    T=1.00 HHN TACK,4ABH
4WE-ABH075C2606BH-NW,"3/4-10 x 26'' HEADED ANCHOR BOLT PLAIN 1554-55    T=6.00      T=4.00 TWO HVY NUTS - ONE FW TACK
2) 4NUT075NCDBDOM - 3/4-10 DH NUT    -   1) 4WAS075USB - 3/4'' USS FW",4ABH
4WE-ABH075C4040GH,3/4-10 x 40 1/4'' HEADED ANCHOR BOLT HOT DIP GALVANIZED 1035,4ABH
4WE-ABH087C1806BH,"7/8-9 x 18'' HEADED ANCHOR BOLT PLAIN A307
HHN TACKED ON END",4ABH
4WE-ABH100C3207BH-P,1-8 x 32'' HEADED ANCHOR BOLT PLAIN 1554-55     T=8.00     T=2.00 HVY HEX NUT & ONE PLATE TACK,4ABH
4WE-ABH100C36G,1-8 x 36'' HEADED ANCHOR BOLT HOT DIP GALVANIZED  TWO HHN AND 1/4 x 4'' SQ. PLATE ASSEMBLED ONE END ( FULLY THREADED ),4ABH
4WE-ABH125C2607GH,1 1/4-7 x 26'' HEADED ANCHOR BOLT HOT DIP GALVANIZED    T=7.00    T=2.00 HHN TACKED,4ABH
4WE-ABH150C3008BH,1 1/2-6 HEADED ANCHOR BOLT PLAIN 1554-55     T=8.00    T=2.00 HHN TACK,4ABH
4WE-ABH150C6008BH,"1-1/2-6 x 60'' HEADED ANCHOR BOLT PLAIN A36
T=8.00      T=6.00 HVY NUT AND PLATE TACK
1) 4NUT150NCHB - 1-1/2-6 HVY HEX NUT 
1) 4PLT03702000200BH - 3/8 x 2'' SQUARE PLATE - 1-9/16 HOLE",4DES
4WE-ABH175C2808GH,1 3/4-5 x 28'' HEADED ANCHOR BOLT HOT DIP GALVANIZED A36    T=8.00    T=3.00 HHN TACKED,4ABH
4WE-DES075C12000203000300BH,3/4 DOUBLE END STUD PLAIN 1554-55    T=3.00    T=3.00,4DES
4WE-DES150C0600008000600BH,"1-1/2-6 x 60'' DOUBLE END STUD PLAIN A36
T=8.00      T=6.00",4DES
4WE-FTS050C01100Z2,1/2-13 x 11'' FULL THREAD STUD ZINC MILD STEEL,4FTS
4WE-FTS075C01600BH,3/4-10 x 16'' FULL THREAD STUD PLAIN A307/A36,4FTS
4WE-FTS075C01800BH,3/4-10 x 18'' FULL THREAD STUD PLAIN 1554-55,4FTS
4WE-FTS100C01400Z2,1-8 x 14'' FULL THREAD STUD MILD STEEL ZINC,4FTS
4WE-FTS125C02150B7,1 1/4-7 x 21 1/2'' FULL THREAD STUD PLAIN B7,4FTS
4WE-FTS125C03000BH,1 1/4-7 x 30'' FULL THREAD STUD PLAIN A36 ( C of C only ),4FTS
4WELD,,4CUST
4WE-PLT050,1/2 x 2 1/2'' SQUARE PLATE HR PLAIN W/ 13/16'' HOLE,4PLWS
4WE-REBAR5,#5 x 52'' A706 REBAR PLAIN,4CUST
4WE-SMO087B2,7/8 SMOOTH ROD PLAIN MILD STEEL,4CUST
4WH-2984-326,"1/2 x 4.136'' RM UPSTOP PIN 1018 ZINC YELLOW 
PER PRINT",4CUST
4WH-2995-329,"INJECTOR ROD,1/2-13 X 8'', PLAIN 1541
HEAT TREAT TO RC 42-46,OIL QUENCH
L=8.00      T=1.50

( TSA NOT RESPONSIBLE FOR WARPAGE DUE TO HEAT TREAT )",4SES
4WH-A55535,"5/8-11 X 8.50'' SQUARE BEND U-BOLT ZINC YELLOW 1541
C=5.06      L=8.50      T=1.25

120,000 MIN TENSILE - RC11 HARDNESS",4UBS
4WH-AN233656,"1 1/4-7 x 20.46 DDOUBLE END STUD PLAIN 1045    L=20.46     T=1.45     T=10 13/16'' WITH .438 HOLE

NUT WELDED ON END - HARDNESS TEST",4DES
4WH-AN235084,"1 1/4-7 x 31.31'' DOUBLE END STUD PLAIN C1045    L=31.31''     T=1.45''     T=11.90''  w/ .4375 HOLE

NUT WELDED ON END - HARDNESS TEST",4DES
4WH-AN235467,"1 1/4-7 x 30.06'' DOUBLE END STUD PLAIN C1045    L=30.06''     T=1.45''     T=11.90''  w/ .4375 HOLE

NUT WELDED ON END - HARDNESS TEST",4DES
4WH-KK11626,1 1/4-7 x 32.283'' DOUBLE END STUD 1045 MATERIAL PLAIN    T=1.45''    T=12.874'' WITH ONE .438 HOLE  DRILLED CHAMFERED ENDS PER PRINT   ( parts need to be cleaned before package )   ( 100 pcs per wood crate - 30'' x 30'' ),4DES
4WH-L749-49,"5/8-11 x 3'' SQUARE BEND U-BOLT ZINC 1018
C=3.06      L=3.00      T=1.00      R=.313 

+ -  1/16 ON ALL DIMENSIONS",4UBS
4WH-N237355,"1 1/4-7 x 20.46 DOUBLE END STUD PLAIN 1045    L=20.46     T=1.45     T=10 13/16'' WITH .438 HOLE, parts need to be cleaned (no chips) before packaging  ( 250 pcs per wood crate - 30'' x 30'' )",4DES
4WH-N238115,"1 1/4''-7 X 30.86 DES PLAIN 1045
L=30.86     T=1.45     T=11.90  WITH .4375 HOLE",4DES
4WH-N239049,1 1/4-7 x 31.31'' DOUBLE END STUD 1045 MATERIAL PLAIN    T= 1.45''    T= 11.90'' WITH ONE .438 HOLE  DRILLED CHAMFERED ENDS PER PRINT   ( parts need to be cleaned before package )   ( 100 pcs per wood crate - 30'' x 30'' ),4DES
